"Root","FullName","Directory","Name","Extension","LengthBytes","LastWriteTime","CreationTime","Depth"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\brain_server.py.bak_fix_DictNameError_20260225_155749","C:\AI_VAULT\00_identity","brain_server.py.bak_fix_DictNameError_20260225_155749",".bak_fix_DictNameError_20260225_155749","9079","2/25/2026 3:55:56 PM","2/25/2026 3:57:49 PM","1"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\brain_server.py.bak_fix_norm_room_id_block_20260225_160230","C:\AI_VAULT\00_identity","brain_server.py.bak_fix_norm_room_id_block_20260225_160230",".bak_fix_norm_room_id_block_20260225_160230","9021","2/25/2026 3:57:49 PM","2/25/2026 4:02:30 PM","1"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\brain_server.py.bak_fs_autodone_20260226_181505","C:\AI_VAULT\00_identity","brain_server.py.bak_fs_autodone_20260226_181505",".bak_fs_autodone_20260226_181505","80582","2/26/2026 6:12:27 PM","2/26/2026 6:15:05 PM","1"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\brain_server.py.bak_fs_autodone_hook_20260226_181702","C:\AI_VAULT\00_identity","brain_server.py.bak_fs_autodone_hook_20260226_181702",".bak_fs_autodone_hook_20260226_181702","81520","2/26/2026 6:15:06 PM","2/26/2026 6:17:02 PM","1"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\brain_server.py.bak_fs_autodone_hookfix_20260226_181836","C:\AI_VAULT\00_identity","brain_server.py.bak_fs_autodone_hookfix_20260226_181836",".bak_fs_autodone_hookfix_20260226_181836","81520","2/26/2026 6:15:06 PM","2/26/2026 6:18:36 PM","1"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\brain_server.py.bak_indentfix_1512_1529_20260226_150611","C:\AI_VAULT\00_identity","brain_server.py.bak_indentfix_1512_1529_20260226_150611",".bak_indentfix_1512_1529_20260226_150611","66866","2/26/2026 2:58:30 PM","2/26/2026 3:06:11 PM","1"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\brain_server.py.bak_persist_20260226_174508","C:\AI_VAULT\00_identity","brain_server.py.bak_persist_20260226_174508",".bak_persist_20260226_174508","79406","2/26/2026 5:15:29 PM","2/26/2026 5:45:08 PM","1"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\brain_server.py.bak_persist_20260226_174523","C:\AI_VAULT\00_identity","brain_server.py.bak_persist_20260226_174523",".bak_persist_20260226_174523","81061","2/26/2026 5:45:09 PM","2/26/2026 5:45:23 PM","1"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\brain_server.py.bak_policy_tools_20260225_150359","C:\AI_VAULT\00_identity","brain_server.py.bak_policy_tools_20260225_150359",".bak_policy_tools_20260225_150359","4654","2/25/2026 2:56:39 PM","2/25/2026 3:03:59 PM","1"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\brain_server.py.bak_preflight_snapshot_20260225_170126","C:\AI_VAULT\00_identity","brain_server.py.bak_preflight_snapshot_20260225_170126",".bak_preflight_snapshot_20260225_170126","11868","2/25/2026 4:25:17 PM","2/25/2026 5:01:26 PM","1"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\brain_server.py.bak_risk_gate_20260225_154219","C:\AI_VAULT\00_identity","brain_server.py.bak_risk_gate_20260225_154219",".bak_risk_gate_20260225_154219","5575","2/25/2026 3:21:09 PM","2/25/2026 3:42:19 PM","1"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\brain_server.py.bak_risk_gate_reinsert_20260225_155227","C:\AI_VAULT\00_identity","brain_server.py.bak_risk_gate_reinsert_20260225_155227",".bak_risk_gate_reinsert_20260225_155227","7107","2/25/2026 3:42:20 PM","2/25/2026 3:52:27 PM","1"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\brain_server.py.bak_risk_status_summary_20260225_162228","C:\AI_VAULT\00_identity","brain_server.py.bak_risk_status_summary_20260225_162228",".bak_risk_status_summary_20260225_162228","10423","2/25/2026 4:15:10 PM","2/25/2026 4:22:28 PM","1"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\brain_server.py.bak_risk_summary_effective_20260225_162517","C:\AI_VAULT\00_identity","brain_server.py.bak_risk_summary_effective_20260225_162517",".bak_risk_summary_effective_20260225_162517","11715","2/25/2026 4:22:28 PM","2/25/2026 4:25:17 PM","1"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\brain_server.py.bak_roomaware_20260225_152108","C:\AI_VAULT\00_identity","brain_server.py.bak_roomaware_20260225_152108",".bak_roomaware_20260225_152108","4919","2/25/2026 3:05:53 PM","2/25/2026 3:21:08 PM","1"
